Company,#,Deal Type,Date,Amount,Raised to Date,Pre-Val,Post-Val,Investors,Status,Stage,Source File
Wecan,3,Accelerator/Incubator,07-Jul-2015,$0.01M,$0.01M,~$490K,~$500K,n.d.,Completed,Startup,deal_history_all_companies.csv
Wecan,2,Accelerator/Incubator,12-Oct-2015,~$75K,~$85K,~$425K,~$500K,n.d.,Completed,Startup,deal_history_all_companies.csv
Wecan,1,University Spin-Out,12-Oct-2015,~$75K,~$160K,~$425K,~$500K,n.d.,Completed,Startup,deal_history_all_companies.csv
Seurat Technologies,7,Secondary Transaction - Private,n.d.,n.d.,$190.60M,~$79.4M,~$79.4M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Seurat Technologies,6,Accelerator/Incubator,n.d.,~$111.7M,$190.60M,$229.92M,$341.6M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Seurat Technologies,5,Later Stage VC (Series C),30-Oct-2023,$111.68M,$190.60M,$229.92M,$341.60M,Capricorn Investment Group; NVentures,Completed,Generating Revenue,deal_history_all_companies.csv
Seurat Technologies,4,Later Stage VC (Series B),19-Jan-2022,$62.00M,$78.92M,$150.00M,$212.00M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Seurat Technologies,3,Grant,18-Aug-2018,$0.30M,$16.92M,~$54.8M,~$54.8M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Seurat Technologies,2,Early Stage VC (Series A),17-Jan-2018,$13.50M,$16.92M,$30.00M,$43.50M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Seurat Technologies,1,Seed Round,22-Nov-2016,$3.41M,$3.41M,$9.20M,$12.61M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,9,Secondary Transaction - Private,01-Nov-2023,n.d.,$34.09M,~$45.5M,~$45.5M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,8,Secondary Transaction - Private,01-Nov-2021,n.d.,$34.09M,~$42.1M,~$42.1M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,7,PE Growth/Expansion,19-Jul-2021,$21.00M,$34.09M,~$19.1M,~$40.1M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,6,Early Stage VC (Series A),11-Jul-2019,$9.03M,$13.09M,$21.32M,$30.35M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,5,Early Stage VC,16-Nov-2017,$3.51M,$4.06M,$6.72M,$10.23M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,4,Grant,01-Sep-2015,$0.11M,$0.55M,~$2.9M,~$2.9M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,3,Early Stage VC,27-Aug-2015,$0.55M,$0.55M,$2.21M,$2.77M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,2,Early Stage VC,n.d.,~$9M,~$43.4M,$21.32M,$30.35M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Wunderflats,1,Accelerator/Incubator,01-Aug-2014,~$200K,~$200K,~$1.3M,~$1.5M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
MoonPay,6,Later Stage VC,n.d.,~$510M,$5.00B,~$2.89B,~$3.4B,n.d.,Upcoming,Generating Revenue,deal_history_all_companies.csv
MoonPay,5,Later Stage VC,22-Jan-2025,$202.28M,$757.28M,~$4.79B,~$4.99B,Galaxy Digital,Completed,Generating Revenue,deal_history_all_companies.csv
MoonPay,4,Later Stage VC,26-Sep-2023,~$620M,$555.00M,~$3.52B,~$4.14B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
MoonPay,3,Early Stage VC (Series A),13-Apr-2022,$555.00M,$555.00M,$2.85B,$3.40B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
MoonPay,2,Early Stage VC (Series A),20-Dec-2021,~$120M,~$120M,~$680M,~$800M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
MoonPay,1,Accelerator/Incubator,n.d.,~$2.15B,~$4.16B,$2.85B,$5B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,13,Later Stage VC,02-Jul-2025,$162.00M,$960.52M,~$2.71B,~$2.87B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,12,Grant,09-Apr-2024,$2.68ME,$798.52M,~$2.53B,~$2.53B,US Department of Energy,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,11,Later Stage VC (Series F),05-Apr-2022,$639.68M,$798.52M,$1.27B,$1.91B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,10,Later Stage VC (Series E),02-Sep-2020,$110.33M,$158.84M,$262.61M,$372.94M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,9,Accelerator/Incubator,01-Jan-2020,~$6M,$48.51M,~$34M,~$40M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,8,Later Stage VC (Series D),22-Mar-2018,$32.24M,$48.51M,$117.57M,$149.81M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,7,Later Stage VC (Series C),17-Mar-2016,$10.25M,$16.27M,$37.12M,$47.37M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,6,Later Stage VC (Series B),21-Mar-2014,$3.42M,$6.02M,$14.47M,$17.89M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,5,Early Stage VC (Series A),12-Mar-2012,$2.47M,$2.59M,$4.32M,$6.79M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,4,Accelerator/Incubator,n.d.,~$6M,$0.13M,~$34M,~$40M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,3,Accelerator/Incubator,01-Jan-2010,$0.13M,$0.13M,~$1.9M,~$2M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,2,Accelerator/Incubator,n.d.,~$640M,~$1.62B,$1.27B,$1.91B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Climeworks,1,University Spin-Out,18-Nov-2009,~$300K,~$300K,~$1.5M,~$1.8M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),12,Secondary Transaction - Private,30-Dec-2024,n.d.,~$161.2M,~$39.7M,~$39.7M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),11,Merger/Acquisition,28-Dec-2023,$34.55ME,$122.14M,~$34.5M,$34.55ME,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),10,PIPE,24-May-2022,$6.42M,$122.14M,~$7.2M,~$13.6M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),9,PIPE,30-Nov-2021,$8.14M,$115.72M,~$2.1M,~$10.2M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),8,Secondary Transaction - Private,01-Jun-2018,n.d.,$107.58M,~$1.4M,~$1.4M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),7,PIPE,08-Nov-2017,$21.24M,$107.58M,~$85M,~$106.2M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),6,PIPE,27-Mar-2013,$33.14M,$86.34M,~$132.6M,~$165.7M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),5,Reverse Merger,11-Dec-2009,n.d.,$53.20M,~$500K,~$500K,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),4,Accelerator/Incubator,n.d.,~$5.1M,$53.20M,~$29.4M,$34.55M,n.d.,Completed,Startup,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),3,Debt - General,01-Dec-2009,$43.66M,$53.20M,~$218.3M,~$218.3M,n.d.,Completed,Startup,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),2,Grant,01-Jan-2007,$4.48M,$9.54M,~$22.4M,~$22.4M,n.d.,Completed,Startup,deal_history_all_companies.csv
Evolva Holding (EvoNext Holdings),1,Early Stage VC (Series A),17-Aug-2004,$9.54M,$9.54M,~$38.2M,~$47.7M,n.d.,Completed,Startup,deal_history_all_companies.csv
Ada Health,14,Secondary Transaction - Private,n.d.,n.d.,$200.52M,~$285.1M,~$285.1M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,13,Debt - General,25-Jul-2023,$33.10M,$200.52M,~$573.3M,~$573.3M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,12,Later Stage VC (Series B),10-Feb-2022,$120.00M,$167.41M,$350.33M,$470.33ME,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,11,Later Stage VC,01-Jan-2020,~$43.6M,$47.41M,~$247M,~$290.6M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,10,Accelerator/Incubator,01-Jan-2020,~$6M,$47.41M,~$34M,~$40M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,9,Later Stage VC (Series B),01-Nov-2018,~$33.3M,$47.41M,~$188.7M,~$222M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,8,Accelerator/Incubator,01-Dec-2017,~$6M,$47.41M,~$34M,~$40M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,7,Later Stage VC (Series A),31-Oct-2017,$47.41M,$47.41M,$125.40M,$172.82ME,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Ada Health,6,Grant,n.d.,n.d.,$2.90M,~$285.1M,~$285.1M,n.d.,Completed,Startup,deal_history_all_companies.csv
Ada Health,5,Angel (individual),n.d.,~$120M,~$419.8M,$350.33M,$470.33M,n.d.,Completed,Startup,deal_history_all_companies.csv
Ada Health,4,Secondary Transaction - Private,01-Jan-2014,n.d.,~$10.4M,~$72.7M,~$72.7M,n.d.,Completed,Startup,deal_history_all_companies.csv
Ada Health,3,Early Stage VC,01-Jan-2010,~$4.3M,~$10.4M,~$24.5M,~$28.8M,n.d.,Completed,Startup,deal_history_all_companies.csv
Ada Health,2,Early Stage VC (Series A),01-Jan-2009,~$3.4M,~$6.1M,~$19.5M,~$22.9M,n.d.,Completed,Startup,deal_history_all_companies.csv
Ada Health,1,Early Stage VC,01-Jan-2008,~$2.7M,~$2.7M,~$15.5M,~$18.2M,n.d.,Completed,Startup,deal_history_all_companies.csv
eBankX,N/A,N/A,N/A,N/A,N/A,n.d.,n.d.,n.d.,N/A - No deal history available,N/A,deal_history_all_companies.csv
Airwallex,17,Later Stage VC (Series H),25-Jun-2026,$320.00M,$1.85B,$10.68B,$11.00B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,16,Secondary Transaction - Private,01-Jun-2026,n.d.,$1.53B,~$11B,~$11B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,15,Later Stage VC (Series G),08-Dec-2025,$330.00M,$1.53B,$7.67B,$8.00B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,14,Later Stage VC (Series F),01-May-2025,$300.00M,$1.20B,$5.90B,$6.20B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,13,Accelerator/Incubator,04-Apr-2024,~$6M,$903.00M,~$34M,~$40M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,12,Later Stage VC,01-Jan-2024,~$870M,$903.00M,~$4.96B,~$5.83B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,11,Later Stage VC (Series E2),11-Oct-2022,$100.00M,$903.00M,$5.40B,$5.50B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,10,Later Stage VC (Series E1),18-Nov-2021,$100.00M,$803.00M,$5.40B,$5.50B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,9,Later Stage VC (Series E),20-Sep-2021,$200.00M,$703.00M,$3.80B,$4.00B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,8,Later Stage VC (Series D),24-Mar-2021,$300.00M,$503.00M,$2.30B,$2.60B,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,7,Later Stage VC (Series C),25-Mar-2019,$100.00M,$203.00M,$900.00M,$1.00BE,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,6,Early Stage VC (Series B),03-Jul-2018,$80.00M,$103.00M,$400.00M,$480.00M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,5,Early Stage VC (Series A1),15-Dec-2017,$6.00M,$23.00M,$54.00M,$60.00M,n.d.,Completed,Generating Revenue,deal_history_all_companies.csv
Airwallex,4,Early Stage VC (Series A),01-May-2017,$13.00M,$17.00M,~$29M,~$42M,n.d.,Completed,Startup,deal_history_all_companies.csv
Airwallex,3,Accelerator/Incubator,26-Sep-2016,$4.00M,$4.00M,~$23.9M,~$27.9M,n.d.,Completed,Startup,deal_history_all_companies.csv
Airwallex,2,Seed Round,04-Jul-2016,$3.00M,$4.00M,~$22.2M,~$25.2M,n.d.,Completed,Startup,deal_history_all_companies.csv
Airwallex,1,Capitalization,n.d.,~$4.33B,$1.00M,$7.67B,$12B,n.d.,Completed,Startup,deal_history_all_companies.csv
Neko Health,4,Later Stage VC (Series B),22-Jan-25,$260.00M,$350.33M,$1.54B,$1.80B,Lightspeed Venture Partners,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Neko Health,3,Later Stage VC (Series A),5-Jul-23,$73.44M,$90.33M,$209.23M,$282.67M,Lakestar,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Neko Health,2,Early Stage VC,8-Nov-22,$9.47M,$16.90M,$56.79M,$66.26M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Neko Health,1,Early Stage VC,1-Jan-20,$7.42M,$7.42M,$32.87M,$40.30M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
NinjaOne,7,Later Stage VC (Series C),9-Jun-26,$400.00M,$1.17B,$11.90B,$12.30B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
NinjaOne,6,Secondary Transaction - Private,n.d.,n.d.,$767.50M,~$4.89B,~$4.89B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
NinjaOne,5,Later Stage VC (Series C),24-Feb-25,$500.00M,$767.50M,$4.50B,$5.00B,"CapitalG, ICONIQ Growth",n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
NinjaOne,4,Later Stage VC (Series C),6-Feb-24,$231.50M,$267.50M,$1.67B,$1.90B,ICONIQ Growth,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
NinjaOne,3,Later Stage VC,12-Mar-20,$30.00M,$36.00M,~$52.6M,~$82.6M,Summit Partners,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
NinjaOne,2,Early Stage VC (Series A),1-Nov-13,$3.50M,$6.00M,~$14M,~$17.5M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
NinjaOne,1,Angel (individual),n.d.,$2.50M,$2.50M,$11.9B,$12.3B,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
Novo,7,General Corporate Purpose,1-Aug-23,$125.00M,$297.35M,~$813.4M,~$938.4M,Victory Park Capital,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Novo,6,Later Stage VC (Series B),22-Nov-22,$125.00M,$172.35M,$720.00M,$845.00M,Notable Capital,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Novo,5,Later Stage VC (Series A),16-Jun-21,$40.70M,$47.35M,$70.00M,$110.70M,Valar Ventures,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Novo,4,Debt - PPP,14-Apr-20,$0.26M,$6.65M,~$39.8M,~$39.8M,Victory Park Capital,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Novo,3,Seed Round,1-Apr-19,$6.53M,$6.65M,$10.00M,$16.53M,Crosslink Capital,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Novo,2,Accelerator/Incubator,23-Oct-17,$0.12M,$0.12M,$1.88M,$2.00M,DCU FinTech Innovation Center,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Novo,1,Accelerator/Incubator,10-Aug-17,~$300K,~$300K,~$1.4M,~$1.7M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,7,Later Stage VC (Series D),24-Jul-23,$150.00M,$1.12B,$4.35B,$4.50B,Generation Investment Management,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,6,Later Stage VC,31-Mar-23,$50.00M,$970.00M,~$4.56B,~$4.61B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,5,Secondary Transaction - Private,15-Mar-23,n.d.,$920.00M,~$4.61B,~$4.61B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,4,Debt - General,30-Jun-22,n.d.,$920.00M,~$4.87B,~$4.87B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,3,Later Stage VC (Series C),6-Apr-21,$510.00M,$920.00M,$5.1B,$5.3B,SoftBank Vision Fund,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,2,Early Stage VC (Series B),20-Feb-20,$210.00M,$410.00M,$2.49B,$2.70B,"Coatue, Insight Venture Management, LLC.",n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
OneTrust,1,Early Stage VC (Series A),3-Jul-19,$200.00M,$200.00M,$1.10B,$1.30B,"Insight Venture Management, LLC.",n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Persona Identities,4,Later Stage VC (Series D),30-Apr-25,$200.00M,$417.50M,$1.80B,$2.00B,"Founders Fund, Ribbit Capital",n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Persona Identities,3,Later Stage VC (Series C),15-Sep-21,$150.00M,$217.50M,$1.35B,$1.50B,Founders Fund,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Persona Identities,2,Early Stage VC (Series B),3-May-21,$50.00M,$67.50M,$285.00M,$335.00M,Index Ventures,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Persona Identities,1,Early Stage VC (Series A),28-Jan-20,$17.50M,$17.50M,$60.00M,$77.50M,Coatue,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Personio,6,Later Stage VC (Series E),21-Jun-22,$470.00M,$724.97M,$8.03B,$8.50B,Greenoaks,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Personio,5,Later Stage VC (Series D),17-Jan-21,$125.00M,$254.97M,$1.58B,$1.70B,"Index Ventures, Meritech Capital Partners",n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Personio,4,Later Stage VC (Series C),20-Jan-20,$75.35M,$129.97M,$424.65M,$500M,Accel,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Personio,3,Early Stage VC (Series B),15-Jan-19,$40.12M,$54.62M,~$126.6M,~$166.7M,Index Ventures,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Personio,2,Early Stage VC (Series A),3-Aug-17,$12.16M,$14.50M,~$23M,~$35.2M,Northzone,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Personio,1,Seed Round,14-Jul-16,$2.34M,$2.34M,~$8.4M,~$10.7M,Global Founders Capital,n.d.,Startup,deal_history_companies_checkpoint.csv
Pigment,7,Accelerator/Incubator,22-May-24,~$140M,$400.23M,$1.32B,$1.46B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pigment,6,Later Stage VC (Series D),4-Apr-24,$145.02M,$400.23M,$1.32B,$1.46B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pigment,5,Later Stage VC (Series C),8-Jun-23,$88.10M,$255.20M,$700.45M,$788.55M,ICONIQ Growth,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pigment,4,Early Stage VC (Series B),29-Sep-22,$65.99M,$167.10M,$386.72M,$431.88M,Greenoaks,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pigment,3,Early Stage VC (Series B),15-Nov-21,$72.92M,$101.11M,$343.38M,$416.30M,Greenoaks,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pigment,2,Early Stage VC (Series A),3-Dec-20,$24.27M,$28.19M,$71.12M,$92.14M,Blossom Capital,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pigment,1,Seed Round,1-Oct-19,$3.93M,$3.93M,$14.32M,$18.25M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
Platform Science,10,Accelerator/Incubator,31-May-24,~$100M,$314.05M,$716M,$816M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,9,Later Stage VC (Series C1),9-Apr-24,$125.00M,$314.05M,$716.00M,$816.00M,"8VC, NewRoad Capital Partners, Prologis Ventures",n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,8,Debt - General,30-Sep-22,$15.00M,$189.05M,~$656.1M,~$656.1M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,7,Later Stage VC (Series C),29-Nov-21,$115.00M,$174.05M,$470.00M,$585.00M,SoftBank Vision Fund,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,6,Later Stage VC (Series B),20-Dec-20,$42.00M,$59.05M,$207.00M,$249.00M,Prologis Ventures,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,5,Accelerator/Incubator,14-Feb-19,~$6M,$17.05M,~$34M,~$40M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,4,Debt - General,1-Feb-19,$2.99M,$17.05M,~$59.2M,~$59.2M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,3,Accelerator/Incubator,14-Nov-18,~$6M,$14.06M,~$34M,~$40M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,2,Early Stage VC (Series A1),18-Aug-18,$10.00M,$14.06M,$30.00M,$40.00M,NewRoad Capital Partners,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Platform Science,1,Early Stage VC (Series A),21-Dec-17,$4.06M,$4.06M,$15.59M,$19.65M,8VC,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pleo,7,Debt - General,1-May-24,$42.85M,$470.83M,$4.35B,$4.7B,HSBC Innovation Banking,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pleo,6,Later Stage VC (Series C),9-Dec-21,$350.00M,$427.98M,$4.35B,$4.70B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pleo,5,Accelerator/Incubator,1-Dec-21,~$6M,$77.98M,~$34M,~$40M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pleo,4,Early Stage VC (Series B),14-May-19,$56.00M,$77.98M,$444.00M,$500.00M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pleo,3,Debt - General,30-May-18,$16.00M,$21.98M,~$110.3M,~$110.3M,HSBC Innovation Banking,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Pleo,2,Seed Round,15-Feb-17,$5.55M,$5.98M,$12.90M,$16.68M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
Pleo,1,Seed Round,1-Aug-15,$0.43M,$0.43M,$1.00M,$1.43M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
Qonto,11,Later Stage VC,n.d.,~$25.4M,$706.09M,~$143.7M,~$169.1M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,10,Secondary Transaction - Private,n.d.,n.d.,$706.09M,~$169.1M,~$169.1M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,9,Accelerator/Incubator,1-May-24,~$6M,$706.09M,~$34M,~$40M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,8,Secondary Transaction - Private,1-Aug-23,$221.23M,$706.09M,~$6.21B,~$6.21B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,7,Equity Crowdfunding,21-Apr-22,$5.47M,$706.09M,~$5.15B,~$5.16B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,6,Later Stage VC (Series D),11-Jan-22,$549.83M,$700.62M,$4.58B,$4.98B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,5,Secondary Transaction - Private,n.d.,n.d.,$150.79M,$4.58B,$4.98B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,4,Later Stage VC (Series C),17-Jan-20,$115.83M,$150.79M,$808.56M,$903.70M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,3,Early Stage VC (Series B),22-Oct-19,$22.01M,$34.96M,$128.27M,$150.28M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Qonto,2,Early Stage VC (Series A),5-Jul-17,$11.25M,$12.95M,$29.16M,$40.41M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
Qonto,1,Seed Round,16-Jan-17,$1.70M,$1.70M,$3.36M,$5.06M,n.d.,n.d.,Startup,deal_history_companies_checkpoint.csv
RELEX Solutions,7,Project Financing,27-Jan-25,$10.35M,$810.82M,$5.1B,$5.66B,Nordea,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
RELEX Solutions,6,Secondary Transaction - Private,10-Dec-24,n.d.,$800.47M,~$5.66B,~$5.66B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
RELEX Solutions,5,Later Stage VC,17-Feb-22,$566.31M,$800.47M,$5.10B,$5.66B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
RELEX Solutions,4,Later Stage VC,6-Feb-19,$200.00M,$234.16M,$250.00M,$450.00M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
RELEX Solutions,3,Later Stage VC,12-Sep-17,$11.88M,$34.16M,~$233.5M,~$245.4M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
RELEX Solutions,2,Grant,15-Apr-16,$1.58M,$22.28M,~$133.9M,~$133.9M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
RELEX Solutions,1,Later Stage VC,9-Sep-15,$22.28M,$22.28M,~$82M,~$104.3M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Ro,11,Secondary Transaction - Private,n.d.,n.d.,$1.06B,~$606.7M,~$606.7M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Ro,10,Debt - General,1-Jul-24,$30.00M,$1.06B,~$9.36B,~$9.36B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Ro,9,Accelerator/Incubator,n.d.,~$6M,$1.03B,~$34M,~$40M,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Ro,8,Later Stage VC,n.d.,~$6.24B,$1.03B,~$35.36B,$41.6B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Ro,7,Later Stage VC (Series D1),13-Jan-22,$150.00M,$1.03B,$6.50B,$6.60B,ShawSpring Partners,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
Ro,6,Later Stage VC (Series D),23-Mar-21,$500.00M,$876.10M,$4.50B,$5.00B,n.d.,n.d.,Generating Revenue,deal_history_companies_checkpoint.csv
